season,game_date,game_away_team,game_home_team,game_url,visiting_center,home_center,winning_tip,Visiting Team Event,Visiting Team Player,Home Team Event,Home Team Player,Score,Possession
2017,"Tue, Oct 25, 2016",New York Knicks,Cleveland Cavaliers,/boxscores/201610250CLE.html,n/noahjo01,t/thomptr01,away_center,D. Rose makes 2-pt layup from 1 ft (assist by J. Noah),r/rosede01,,,2-0,New York Knicks
2017,"Tue, Oct 25, 2016",Utah Jazz,Portland Trail Blazers,/boxscores/201610250POR.html,g/goberru01,p/plumlma01,away_center,R. Hood makes 2-pt jump shot from 19 ft (assist by R. Gobert),h/hoodro01,,,2-0,Utah Jazz
2017,"Tue, Oct 25, 2016",San Antonio Spurs,Golden State Warriors,/boxscores/201610250GSW.html,g/gasolpa01,p/pachuza01,away_center,L. Aldridge misses 2-pt jump shot from 19 ft,a/aldrila01,,,0-0,San Antonio Spurs
2017,"Tue, Oct 25, 2016",San Antonio Spurs,Golden State Warriors,/boxscores/201610250GSW.html,g/gasolpa01,p/pachuza01,away_center,,,Defensive rebound by K. Durant,d/duranke01,0-0,Golden State Warriors
2017,"Tue, Oct 25, 2016",San Antonio Spurs,Golden State Warriors,/boxscores/201610250GSW.html,g/gasolpa01,p/pachuza01,away_center,,,D. Green misses 3-pt jump shot from 25 ft,g/greendr01,0-0,Golden State Warriors
2017,"Tue, Oct 25, 2016",San Antonio Spurs,Golden State Warriors,/boxscores/201610250GSW.html,g/gasolpa01,p/pachuza01,away_center,Defensive rebound by T. Parker,p/parketo01,,,0-0,San Antonio Spurs
2017,"Tue, Oct 25, 2016",San Antonio Spurs,Golden State Warriors,/boxscores/201610250GSW.html,g/gasolpa01,p/pachuza01,away_center,T. Parker makes 2-pt layup from 1 ft,p/parketo01,,,2-0,San Antonio Spurs
2017,"Wed, Oct 26, 2016",Dallas Mavericks,Indiana Pacers,/boxscores/201610260IND.html,b/bogutan01,t/turnemy01,home_center,,,M. Turner makes 2-pt dunk from 3 ft (assist by J. Teague),t/turnemy01,0-2,Indiana Pacers
2017,"Wed, Oct 26, 2016",Miami Heat,Orlando Magic,/boxscores/201610260ORL.html,v/vucevni01,w/whiteha01,away_center,Offensive rebound by H. Whiteside,w/whiteha01,,,0-0,Miami Heat
2017,"Wed, Oct 26, 2016",Miami Heat,Orlando Magic,/boxscores/201610260ORL.html,v/vucevni01,w/whiteha01,away_center,H. Whiteside makes 2-pt dunk at rim,w/whiteha01,,,2-0,Miami Heat
2017,"Wed, Oct 26, 2016",Brooklyn Nets,Boston Celtics,/boxscores/201610260BOS.html,j/johnsam01,l/lopezbr01,away_center,B. Lopez misses 2-pt hook shot from 10 ft,l/lopezbr01,,,0-0,Brooklyn Nets
2017,"Wed, Oct 26, 2016",Brooklyn Nets,Boston Celtics,/boxscores/201610260BOS.html,j/johnsam01,l/lopezbr01,away_center,,,Defensive rebound by I. Thomas,t/thomais02,0-0,Boston Celtics
2017,"Wed, Oct 26, 2016",Brooklyn Nets,Boston Celtics,/boxscores/201610260BOS.html,j/johnsam01,l/lopezbr01,away_center,Violation by B. Lopez (def goaltending),l/lopezbr01,,,0-0,Brooklyn Nets
2017,"Wed, Oct 26, 2016",Brooklyn Nets,Boston Celtics,/boxscores/201610260BOS.html,j/johnsam01,l/lopezbr01,away_center,,,J. Crowder makes 2-pt layup from 1 ft (assist by I. Thomas),c/crowdja01,0-2,Boston Celtics
2017,"Wed, Oct 26, 2016",Detroit Pistons,Toronto Raptors,/boxscores/201610260TOR.html,d/drumman01,v/valanjo01,away_center,K. Caldwell-Pope makes 2-pt jump shot from 18 ft,c/caldwke01,,,2-0,Detroit Pistons
2017,"Wed, Oct 26, 2016",Denver Nuggets,New Orleans Pelicans,/boxscores/201610260NOP.html,d/davisan02,n/nurkiju01,away_center,Turnover by N. Jokić (bad pass; steal by A. Davis),j/jokicni01,,,0-0,Denver Nuggets
2017,"Wed, Oct 26, 2016",Denver Nuggets,New Orleans Pelicans,/boxscores/201610260NOP.html,d/davisan02,n/nurkiju01,away_center,,,Turnover by S. Hill (bad pass; steal by E. Mudiay),h/hillso01,0-0,New Orleans Pelicans
2017,"Wed, Oct 26, 2016",Denver Nuggets,New Orleans Pelicans,/boxscores/201610260NOP.html,d/davisan02,n/nurkiju01,away_center,Shooting foul by Ö. Aşık (drawn by J. Nurkić),a/asikom01,,,0-0,Denver Nuggets
2017,"Wed, Oct 26, 2016",Denver Nuggets,New Orleans Pelicans,/boxscores/201610260NOP.html,d/davisan02,n/nurkiju01,away_center,J. Nurkić misses free throw 1 of 2,n/nurkiju01,,,0-0,Denver Nuggets
2017,"Wed, Oct 26, 2016",Denver Nuggets,New Orleans Pelicans,/boxscores/201610260NOP.html,d/davisan02,n/nurkiju01,away_center,Offensive rebound by Team,,,,0-0,Denver Nuggets
2017,"Wed, Oct 26, 2016",Denver Nuggets,New Orleans Pelicans,/boxscores/201610260NOP.html,d/davisan02,n/nurkiju01,away_center,J. Nurkić makes free throw 2 of 2,n/nurkiju01,,,1-0,Denver Nuggets
2017,"Wed, Oct 26, 2016",Charlotte Hornets,Milwaukee Bucks,/boxscores/201610260MIL.html,h/hibbero01,p/plumlmi01,home_center,,,Turnover by J. Parker (bad pass; steal by N. Batum),p/parkeja01,0-0,Milwaukee Bucks
2017,"Wed, Oct 26, 2016",Charlotte Hornets,Milwaukee Bucks,/boxscores/201610260MIL.html,h/hibbero01,p/plumlmi01,home_center,M. Kidd-Gilchrist makes 2-pt hook shot from 5 ft,k/kiddgmi01,,,2-0,Charlotte Hornets
2017,"Wed, Oct 26, 2016",Minnesota Timberwolves,Memphis Grizzlies,/boxscores/201610260MEM.html,g/gasolma01,t/townska01,away_center,Shooting foul by J. Ennis (drawn by A. Wiggins),e/ennisja01,,,0-0,Minnesota Timberwolves
2017,"Wed, Oct 26, 2016",Minnesota Timberwolves,Memphis Grizzlies,/boxscores/201610260MEM.html,g/gasolma01,t/townska01,away_center,A. Wiggins makes free throw 1 of 2,w/wiggian01,,,1-0,Minnesota Timberwolves
2017,"Wed, Oct 26, 2016",Oklahoma City Thunder,Philadelphia 76ers,/boxscores/201610260PHI.html,a/adamsst01,e/embiijo01,away_center,Personal foul by D. Šarić (drawn by S. Adams),s/saricda01,,,0-0,Oklahoma City Thunder
2017,"Wed, Oct 26, 2016",Oklahoma City Thunder,Philadelphia 76ers,/boxscores/201610260PHI.html,a/adamsst01,e/embiijo01,away_center,R. Westbrook misses 2-pt jump shot from 18 ft,w/westbru01,,,0-0,Oklahoma City Thunder
2017,"Wed, Oct 26, 2016",Oklahoma City Thunder,Philadelphia 76ers,/boxscores/201610260PHI.html,a/adamsst01,e/embiijo01,away_center,,,Defensive rebound by J. Embiid,e/embiijo01,0-0,Philadelphia 76ers
2017,"Wed, Oct 26, 2016",Oklahoma City Thunder,Philadelphia 76ers,/boxscores/201610260PHI.html,a/adamsst01,e/embiijo01,away_center,,,J. Embiid misses 3-pt jump shot from 24 ft,e/embiijo01,0-0,Philadelphia 76ers
2017,"Wed, Oct 26, 2016",Oklahoma City Thunder,Philadelphia 76ers,/boxscores/201610260PHI.html,a/adamsst01,e/embiijo01,away_center,Defensive rebound by A. Roberson,r/roberan03,,,0-0,Oklahoma City Thunder
2017,"Wed, Oct 26, 2016",Oklahoma City Thunder,Philadelphia 76ers,/boxscores/201610260PHI.html,a/adamsst01,e/embiijo01,away_center,Personal foul by J. Embiid (drawn by S. Adams),e/embiijo01,,,0-0,Oklahoma City Thunder
2017,"Wed, Oct 26, 2016",Oklahoma City Thunder,Philadelphia 76ers,/boxscores/201610260PHI.html,a/adamsst01,e/embiijo01,away_center,V. Oladipo misses 2-pt layup from 3 ft,o/oladivi01,,,0-0,Oklahoma City Thunder
2017,"Wed, Oct 26, 2016",Oklahoma City Thunder,Philadelphia 76ers,/boxscores/201610260PHI.html,a/adamsst01,e/embiijo01,away_center,,,Defensive rebound by J. Embiid,e/embiijo01,0-0,Philadelphia 76ers
2017,"Wed, Oct 26, 2016",Oklahoma City Thunder,Philadelphia 76ers,/boxscores/201610260PHI.html,a/adamsst01,e/embiijo01,away_center,,,G. Henderson makes 2-pt dunk at rim (assist by S. Rodríguez),h/hendege02,0-2,Philadelphia 76ers
2017,"Wed, Oct 26, 2016",Sacramento Kings,Phoenix Suns,/boxscores/201610260PHO.html,c/chandty01,k/koufoko01,away_center,T. Lawson makes 2-pt jump shot from 16 ft (assist by K. Koufos),l/lawsoty01,,,2-0,Sacramento Kings
2017,"Wed, Oct 26, 2016",Houston Rockets,Los Angeles Lakers,/boxscores/201610260LAL.html,c/capelca01,m/mozgoti01,away_center,R. Anderson makes 3-pt jump shot from 26 ft (assist by J. Harden),a/anderry01,,,3-0,Houston Rockets
2017,"Thu, Oct 27, 2016",Washington Wizards,Atlanta Hawks,/boxscores/201610270ATL.html,g/gortama01,h/howardw01,away_center,M. Morris misses 2-pt jump shot from 13 ft,m/morrima02,,,0-0,Washington Wizards
2017,"Thu, Oct 27, 2016",Washington Wizards,Atlanta Hawks,/boxscores/201610270ATL.html,g/gortama01,h/howardw01,away_center,Offensive rebound by M. Gortat,g/gortama01,,,0-0,Washington Wizards
2017,"Thu, Oct 27, 2016",Washington Wizards,Atlanta Hawks,/boxscores/201610270ATL.html,g/gortama01,h/howardw01,away_center,J. Wall misses 3-pt jump shot from 25 ft,w/walljo01,,,0-0,Washington Wizards
2017,"Thu, Oct 27, 2016",Washington Wizards,Atlanta Hawks,/boxscores/201610270ATL.html,g/gortama01,h/howardw01,away_center,Offensive rebound by M. Morris,m/morrima02,,,0-0,Washington Wizards
2017,"Thu, Oct 27, 2016",Washington Wizards,Atlanta Hawks,/boxscores/201610270ATL.html,g/gortama01,h/howardw01,away_center,M. Morris misses 2-pt layup at rim,m/morrima02,,,0-0,Washington Wizards
2017,"Thu, Oct 27, 2016",Washington Wizards,Atlanta Hawks,/boxscores/201610270ATL.html,g/gortama01,h/howardw01,away_center,,,Defensive rebound by D. Howard,h/howardw01,0-0,Atlanta Hawks
2017,"Thu, Oct 27, 2016",Washington Wizards,Atlanta Hawks,/boxscores/201610270ATL.html,g/gortama01,h/howardw01,away_center,,,Turnover by D. Howard (bad pass; steal by M. Gortat),h/howardw01,0-0,Atlanta Hawks
2017,"Thu, Oct 27, 2016",Washington Wizards,Atlanta Hawks,/boxscores/201610270ATL.html,g/gortama01,h/howardw01,away_center,B. Beal makes 2-pt dunk from 1 ft,b/bealbr01,,,2-0,Washington Wizards
2017,"Thu, Oct 27, 2016",Boston Celtics,Chicago Bulls,/boxscores/201610270CHI.html,j/johnsam01,l/lopezro01,home_center,,,D. Wade makes 2-pt jump shot from 20 ft (assist by R. Rondo),w/wadedw01,0-2,Chicago Bulls
2017,"Thu, Oct 27, 2016",Los Angeles Clippers,Portland Trail Blazers,/boxscores/201610270POR.html,j/jordade01,p/plumlma01,home_center,,,Offensive rebound by M. Plumlee,p/plumlma01,0-0,Portland Trail Blazers
2017,"Thu, Oct 27, 2016",Los Angeles Clippers,Portland Trail Blazers,/boxscores/201610270POR.html,j/jordade01,p/plumlma01,home_center,,,A. Aminu misses 3-pt jump shot from 23 ft,a/aminual01,0-0,Portland Trail Blazers
2017,"Thu, Oct 27, 2016",Los Angeles Clippers,Portland Trail Blazers,/boxscores/201610270POR.html,j/jordade01,p/plumlma01,home_center,Defensive rebound by Team,,,,0-0,Los Angeles Clippers
2017,"Thu, Oct 27, 2016",Los Angeles Clippers,Portland Trail Blazers,/boxscores/201610270POR.html,j/jordade01,p/plumlma01,home_center,,,Loose ball foul by M. Plumlee (drawn by D. Jordan),p/plumlma01,0-0,Portland Trail Blazers
2017,"Thu, Oct 27, 2016",Los Angeles Clippers,Portland Trail Blazers,/boxscores/201610270POR.html,j/jordade01,p/plumlma01,home_center,C. Paul makes 2-pt jump shot from 16 ft,p/paulch01,,,2-0,Los Angeles Clippers
2017,"Thu, Oct 27, 2016",San Antonio Spurs,Sacramento Kings,/boxscores/201610270SAC.html,a/afflaar01,g/gasolpa01,home_center,,,D. Cousins misses 2-pt jump shot from 17 ft,c/couside01,0-0,Sacramento Kings
2017,"Thu, Oct 27, 2016",San Antonio Spurs,Sacramento Kings,/boxscores/201610270SAC.html,a/afflaar01,g/gasolpa01,home_center,Defensive rebound by L. Aldridge,a/aldrila01,,,0-0,San Antonio Spurs
2017,"Thu, Oct 27, 2016",San Antonio Spurs,Sacramento Kings,/boxscores/201610270SAC.html,a/afflaar01,g/gasolpa01,home_center,Turnover by K. Anderson (bad pass; steal by A. Afflalo),a/anderky01,,,0-0,San Antonio Spurs
2017,"Thu, Oct 27, 2016",San Antonio Spurs,Sacramento Kings,/boxscores/201610270SAC.html,a/afflaar01,g/gasolpa01,home_center,,,A. Afflalo misses 2-pt layup from 2 ft (block by K. Anderson),a/afflaar01,0-0,Sacramento Kings
2017,"Thu, Oct 27, 2016",San Antonio Spurs,Sacramento Kings,/boxscores/201610270SAC.html,a/afflaar01,g/gasolpa01,home_center,,,Offensive rebound by Team,,0-0,Sacramento Kings
2017,"Thu, Oct 27, 2016",San Antonio Spurs,Sacramento Kings,/boxscores/201610270SAC.html,a/afflaar01,g/gasolpa01,home_center,,,D. Cousins makes 2-pt layup from 3 ft,c/couside01,0-2,Sacramento Kings
2017,"Fri, Oct 28, 2016",Cleveland Cavaliers,Toronto Raptors,/boxscores/201610280TOR.html,t/thomptr01,v/valanjo01,away_center,K. Irving makes 2-pt jump shot from 19 ft,i/irvinky01,,,2-0,Cleveland Cavaliers
2017,"Fri, Oct 28, 2016",Indiana Pacers,Brooklyn Nets,/boxscores/201610280BRK.html,l/lopezbr01,t/turnemy01,home_center,,,Defensive rebound by T. Booker,b/booketr01,0-0,Brooklyn Nets
2017,"Fri, Oct 28, 2016",Indiana Pacers,Brooklyn Nets,/boxscores/201610280BRK.html,l/lopezbr01,t/turnemy01,home_center,,,B. Lopez makes 2-pt jump shot from 7 ft (assist by T. Booker),l/lopezbr01,0-2,Brooklyn Nets
2017,"Fri, Oct 28, 2016",Orlando Magic,Detroit Pistons,/boxscores/201610280DET.html,d/drumman01,v/vucevni01,home_center,,,K. Caldwell-Pope makes 2-pt jump shot from 18 ft (assist by A. Drummond),c/caldwke01,0-2,Detroit Pistons
2017,"Fri, Oct 28, 2016",Phoenix Suns,Oklahoma City Thunder,/boxscores/201610280OKC.html,a/adamsst01,c/chandty01,away_center,D. Booker misses 3-pt jump shot from 23 ft,b/bookede01,,,0-0,Phoenix Suns
2017,"Fri, Oct 28, 2016",Phoenix Suns,Oklahoma City Thunder,/boxscores/201610280OKC.html,a/adamsst01,c/chandty01,away_center,Offensive rebound by T. Chandler,c/chandty01,,,0-0,Phoenix Suns
2017,"Fri, Oct 28, 2016",Phoenix Suns,Oklahoma City Thunder,/boxscores/201610280OKC.html,a/adamsst01,c/chandty01,away_center,T. Chandler makes 2-pt layup from 1 ft,c/chandty01,,,2-0,Phoenix Suns
2017,"Fri, Oct 28, 2016",Charlotte Hornets,Miami Heat,/boxscores/201610280MIA.html,h/hibbero01,w/whiteha01,away_center,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,k/kiddgmi01,,,0-0,Charlotte Hornets
2017,"Fri, Oct 28, 2016",Charlotte Hornets,Miami Heat,/boxscores/201610280MIA.html,h/hibbero01,w/whiteha01,away_center,,,Defensive rebound by H. Whiteside,w/whiteha01,0-0,Miami Heat
2017,"Fri, Oct 28, 2016",Charlotte Hornets,Miami Heat,/boxscores/201610280MIA.html,h/hibbero01,w/whiteha01,away_center,,,D. Waiters misses 3-pt jump shot from 26 ft,w/waitedi01,0-0,Miami Heat
2017,"Fri, Oct 28, 2016",Charlotte Hornets,Miami Heat,/boxscores/201610280MIA.html,h/hibbero01,w/whiteha01,away_center,Defensive rebound by R. Hibbert,h/hibbero01,,,0-0,Charlotte Hornets
2017,"Fri, Oct 28, 2016",Charlotte Hornets,Miami Heat,/boxscores/201610280MIA.html,h/hibbero01,w/whiteha01,away_center,Turnover by N. Batum (bad pass; steal by G. Dragić),b/batumni01,,,0-0,Charlotte Hornets
2017,"Fri, Oct 28, 2016",Charlotte Hornets,Miami Heat,/boxscores/201610280MIA.html,h/hibbero01,w/whiteha01,away_center,,,G. Dragić misses 2-pt layup from 4 ft (block by M. Kidd-Gilchrist),d/dragigo01,0-0,Miami Heat
2017,"Fri, Oct 28, 2016",Charlotte Hornets,Miami Heat,/boxscores/201610280MIA.html,h/hibbero01,w/whiteha01,away_center,,,Offensive rebound by Team,,0-0,Miami Heat
2017,"Fri, Oct 28, 2016",Charlotte Hornets,Miami Heat,/boxscores/201610280MIA.html,h/hibbero01,w/whiteha01,away_center,,,D. Waiters misses 2-pt layup from 3 ft,w/waitedi01,0-0,Miami Heat
2017,"Fri, Oct 28, 2016",Charlotte Hornets,Miami Heat,/boxscores/201610280MIA.html,h/hibbero01,w/whiteha01,away_center,,,Offensive rebound by H. Whiteside,w/whiteha01,0-0,Miami Heat
2017,"Fri, Oct 28, 2016",Charlotte Hornets,Miami Heat,/boxscores/201610280MIA.html,h/hibbero01,w/whiteha01,away_center,,,H. Whiteside makes 2-pt hook shot from 3 ft,w/whiteha01,0-2,Miami Heat
2017,"Fri, Oct 28, 2016",Houston Rockets,Dallas Mavericks,/boxscores/201610280DAL.html,b/bogutan01,c/capelca01,away_center,Turnover by E. Gordon (bad pass; steal by H. Barnes),g/gordoer01,,,0-0,Houston Rockets
2017,"Fri, Oct 28, 2016",Houston Rockets,Dallas Mavericks,/boxscores/201610280DAL.html,b/bogutan01,c/capelca01,away_center,,,A. Bogut misses 2-pt hook shot from 7 ft,b/bogutan01,0-0,Dallas Mavericks
2017,"Fri, Oct 28, 2016",Houston Rockets,Dallas Mavericks,/boxscores/201610280DAL.html,b/bogutan01,c/capelca01,away_center,Defensive rebound by J. Harden,h/hardeja01,,,0-0,Houston Rockets
2017,"Fri, Oct 28, 2016",Houston Rockets,Dallas Mavericks,/boxscores/201610280DAL.html,b/bogutan01,c/capelca01,away_center,Turnover by J. Harden (bad pass),h/hardeja01,,,0-0,Houston Rockets
2017,"Fri, Oct 28, 2016",Houston Rockets,Dallas Mavericks,/boxscores/201610280DAL.html,b/bogutan01,c/capelca01,away_center,,,Personal foul by E. Gordon,g/gordoer01,0-0,Dallas Mavericks
2017,"Fri, Oct 28, 2016",Houston Rockets,Dallas Mavericks,/boxscores/201610280DAL.html,b/bogutan01,c/capelca01,away_center,,,D. Williams makes 2-pt layup from 1 ft,w/willide01,0-2,Dallas Mavericks
2017,"Fri, Oct 28, 2016",Los Angeles Lakers,Utah Jazz,/boxscores/201610280UTA.html,g/goberru01,m/mozgoti01,home_center,,,R. Hood makes 2-pt jump shot from 18 ft (assist by B. Diaw),h/hoodro01,0-2,Utah Jazz
2017,"Fri, Oct 28, 2016",Golden State Warriors,New Orleans Pelicans,/boxscores/201610280NOP.html,d/davisan02,p/pachuza01,away_center,D. Green misses 2-pt layup from 2 ft,g/greendr01,,,0-0,Golden State Warriors
2017,"Fri, Oct 28, 2016",Golden State Warriors,New Orleans Pelicans,/boxscores/201610280NOP.html,d/davisan02,p/pachuza01,away_center,Offensive rebound by D. Green,g/greendr01,,,0-0,Golden State Warriors
2017,"Fri, Oct 28, 2016",Golden State Warriors,New Orleans Pelicans,/boxscores/201610280NOP.html,d/davisan02,p/pachuza01,away_center,K. Thompson misses 2-pt jump shot from 14 ft,t/thompkl01,,,0-0,Golden State Warriors
2017,"Fri, Oct 28, 2016",Golden State Warriors,New Orleans Pelicans,/boxscores/201610280NOP.html,d/davisan02,p/pachuza01,away_center,,,Defensive rebound by Ö. Aşık,a/asikom01,0-0,New Orleans Pelicans
2017,"Fri, Oct 28, 2016",Golden State Warriors,New Orleans Pelicans,/boxscores/201610280NOP.html,d/davisan02,p/pachuza01,away_center,,,A. Davis makes 2-pt layup from 2 ft (assist by S. Hill),d/davisan02,0-2,New Orleans Pelicans
2017,"Sat, Oct 29, 2016",Atlanta Hawks,Philadelphia 76ers,/boxscores/201610290PHI.html,e/embiijo01,h/howardw01,home_center,,,J. Embiid makes 3-pt jump shot from 26 ft,e/embiijo01,0-3,Philadelphia 76ers
2017,"Sat, Oct 29, 2016",Boston Celtics,Charlotte Hornets,/boxscores/201610290CHO.html,j/johnsam01,z/zelleco01,home_center,,,K. Walker makes 2-pt jump shot from 15 ft,w/walkeke02,0-2,Charlotte Hornets
2017,"Sat, Oct 29, 2016",Orlando Magic,Cleveland Cavaliers,/boxscores/201610290CLE.html,t/thomptr01,v/vucevni01,away_center,S. Ibaka makes 2-pt layup from 1 ft (assist by E. Payton),i/ibakase01,,,2-0,Orlando Magic
2017,"Sat, Oct 29, 2016",Memphis Grizzlies,New York Knicks,/boxscores/201610290NYK.html,g/gasolma01,n/noahjo01,home_center,,,Personal foul by J. Ennis (drawn by C. Anthony),e/ennisja01,0-0,New York Knicks
2017,"Sat, Oct 29, 2016",Memphis Grizzlies,New York Knicks,/boxscores/201610290NYK.html,g/gasolma01,n/noahjo01,home_center,,,K. Porziņģis makes 2-pt layup from 1 ft (assist by J. Noah),p/porzikr01,0-2,New York Knicks
2017,"Sat, Oct 29, 2016",New Orleans Pelicans,San Antonio Spurs,/boxscores/201610290SAS.html,d/davisan02,g/gasolpa01,away_center,Offensive rebound by Ö. Aşık,a/asikom01,,,0-0,New Orleans Pelicans
2017,"Sat, Oct 29, 2016",New Orleans Pelicans,San Antonio Spurs,/boxscores/201610290SAS.html,d/davisan02,g/gasolpa01,away_center,T. Frazier makes 3-pt jump shot from 27 ft (assist by Ö. Aşık),f/fraziti01,,,3-0,New Orleans Pelicans
2017,"Sat, Oct 29, 2016",Brooklyn Nets,Milwaukee Bucks,/boxscores/201610290MIL.html,h/hamilju01,p/plumlmi01,home_center,,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Plumlee),a/antetgi01,0-2,Milwaukee Bucks
2017,"Sat, Oct 29, 2016",Indiana Pacers,Chicago Bulls,/boxscores/201610290CHI.html,l/lopezro01,t/turnemy01,home_center,,,Offensive rebound by D. Wade,w/wadedw01,0-0,Chicago Bulls
2017,"Sat, Oct 29, 2016",Indiana Pacers,Chicago Bulls,/boxscores/201610290CHI.html,l/lopezro01,t/turnemy01,home_center,,,D. Wade misses 2-pt dunk at rim,w/wadedw01,0-0,Chicago Bulls
2017,"Sat, Oct 29, 2016",Indiana Pacers,Chicago Bulls,/boxscores/201610290CHI.html,l/lopezro01,t/turnemy01,home_center,Defensive rebound by J. Teague,t/teaguje01,,,0-0,Indiana Pacers
2017,"Sat, Oct 29, 2016",Indiana Pacers,Chicago Bulls,/boxscores/201610290CHI.html,l/lopezro01,t/turnemy01,home_center,J. Teague misses 2-pt jump shot from 10 ft,t/teaguje01,,,0-0,Indiana Pacers
2017,"Sat, Oct 29, 2016",Indiana Pacers,Chicago Bulls,/boxscores/201610290CHI.html,l/lopezro01,t/turnemy01,home_center,,,Defensive rebound by R. Lopez,l/lopezro01,0-0,Chicago Bulls
2017,"Sat, Oct 29, 2016",Indiana Pacers,Chicago Bulls,/boxscores/201610290CHI.html,l/lopezro01,t/turnemy01,home_center,,,T. Gibson misses 2-pt jump shot from 12 ft,g/gibsota01,0-0,Chicago Bulls
2017,"Sat, Oct 29, 2016",Indiana Pacers,Chicago Bulls,/boxscores/201610290CHI.html,l/lopezro01,t/turnemy01,home_center,Defensive rebound by T. Young,y/youngth01,,,0-0,Indiana Pacers
2017,"Sat, Oct 29, 2016",Indiana Pacers,Chicago Bulls,/boxscores/201610290CHI.html,l/lopezro01,t/turnemy01,home_center,Turnover by J. Teague (lost ball; steal by R. Rondo),t/teaguje01,,,0-0,Indiana Pacers
2017,"Sat, Oct 29, 2016",Indiana Pacers,Chicago Bulls,/boxscores/201610290CHI.html,l/lopezro01,t/turnemy01,home_center,,,R. Lopez misses 2-pt dunk at rim (block by M. Turner),l/lopezro01,0-0,Chicago Bulls
2017,"Sat, Oct 29, 2016",Indiana Pacers,Chicago Bulls,/boxscores/201610290CHI.html,l/lopezro01,t/turnemy01,home_center,,,Offensive rebound by R. Lopez,l/lopezro01,0-0,Chicago Bulls
2017,"Sat, Oct 29, 2016",Indiana Pacers,Chicago Bulls,/boxscores/201610290CHI.html,l/lopezro01,t/turnemy01,home_center,,,R. Rondo misses 2-pt layup from 3 ft,r/rondora01,0-0,Chicago Bulls
2017,"Sat, Oct 29, 2016",Indiana Pacers,Chicago Bulls,/boxscores/201610290CHI.html,l/lopezro01,t/turnemy01,home_center,,,Offensive rebound by J. Butler,b/butleji01,0-0,Chicago Bulls
2017,"Sat, Oct 29, 2016",Indiana Pacers,Chicago Bulls,/boxscores/201610290CHI.html,l/lopezro01,t/turnemy01,home_center,,,J. Butler makes 2-pt layup from 3 ft,b/butleji01,0-2,Chicago Bulls
2017,"Sat, Oct 29, 2016",Portland Trail Blazers,Denver Nuggets,/boxscores/201610290DEN.html,n/nurkiju01,p/plumlma01,away_center,M. Plumlee makes 2-pt jump shot from 10 ft (assist by A. Aminu),p/plumlma01,,,2-0,Portland Trail Blazers
2017,"Sat, Oct 29, 2016",Minnesota Timberwolves,Sacramento Kings,/boxscores/201610290SAC.html,k/koufoko01,t/townska01,home_center,,,D. Cousins makes 2-pt jump shot from 22 ft (assist by R. Gay),c/couside01,0-2,Sacramento Kings
2017,"Sun, Oct 30, 2016",Utah Jazz,Los Angeles Clippers,/boxscores/201610300LAC.html,g/goberru01,j/jordade01,home_center,,,J. Redick misses 2-pt jump shot from 19 ft,r/redicjj01,0-0,Los Angeles Clippers
2017,"Sun, Oct 30, 2016",Utah Jazz,Los Angeles Clippers,/boxscores/201610300LAC.html,g/goberru01,j/jordade01,home_center,Defensive rebound by R. Gobert,g/goberru01,,,0-0,Utah Jazz
2017,"Sun, Oct 30, 2016",Utah Jazz,Los Angeles Clippers,/boxscores/201610300LAC.html,g/goberru01,j/jordade01,home_center,R. Gobert misses 2-pt jump shot from 3 ft (block by D. Jordan),g/goberru01,,,0-0,Utah Jazz
2017,"Sun, Oct 30, 2016",Utah Jazz,Los Angeles Clippers,/boxscores/201610300LAC.html,g/goberru01,j/jordade01,home_center,,,Defensive rebound by C. Paul,p/paulch01,0-0,Los Angeles Clippers
2017,"Sun, Oct 30, 2016",Utah Jazz,Los Angeles Clippers,/boxscores/201610300LAC.html,g/goberru01,j/jordade01,home_center,,,D. Jordan misses 2-pt layup from 3 ft,j/jordade01,0-0,Los Angeles Clippers
2017,"Sun, Oct 30, 2016",Utah Jazz,Los Angeles Clippers,/boxscores/201610300LAC.html,g/goberru01,j/jordade01,home_center,,,Offensive rebound by D. Jordan,j/jordade01,0-0,Los Angeles Clippers
2017,"Sun, Oct 30, 2016",Utah Jazz,Los Angeles Clippers,/boxscores/201610300LAC.html,g/goberru01,j/jordade01,home_center,,,D. Jordan misses 2-pt layup at rim,j/jordade01,0-0,Los Angeles Clippers
2017,"Sun, Oct 30, 2016",Utah Jazz,Los Angeles Clippers,/boxscores/201610300LAC.html,g/goberru01,j/jordade01,home_center,Defensive rebound by R. Hood,h/hoodro01,,,0-0,Utah Jazz
2017,"Sun, Oct 30, 2016",Utah Jazz,Los Angeles Clippers,/boxscores/201610300LAC.html,g/goberru01,j/jordade01,home_center,R. Hood misses 2-pt jump shot from 7 ft,h/hoodro01,,,0-0,Utah Jazz
2017,"Sun, Oct 30, 2016",Utah Jazz,Los Angeles Clippers,/boxscores/201610300LAC.html,g/goberru01,j/jordade01,home_center,,,Defensive rebound by D. Jordan,j/jordade01,0-0,Los Angeles Clippers
2017,"Sun, Oct 30, 2016",Utah Jazz,Los Angeles Clippers,/boxscores/201610300LAC.html,g/goberru01,j/jordade01,home_center,,,Turnover by D. Jordan (bad pass; steal by J. Johnson),j/jordade01,0-0,Los Angeles Clippers
