Bad Games
https://www.basketball-reference.com//boxscores/pbp/201710200MIL.html
https://www.basketball-reference.com//boxscores/pbp/201710210LAC.html
https://www.basketball-reference.com//boxscores/pbp/201711030DET.html
https://www.basketball-reference.com//boxscores/pbp/201711200NOP.html
https://www.basketball-reference.com//boxscores/pbp/201711220HOU.html
https://www.basketball-reference.com//boxscores/pbp/201712220OKC.html
https://www.basketball-reference.com//boxscores/pbp/201801250DEN.html
https://www.basketball-reference.com//boxscores/pbp/201801260SAS.html
https://www.basketball-reference.com//boxscores/pbp/201802020PHI.html
https://www.basketball-reference.com//boxscores/pbp/201802070MIA.html
https://www.basketball-reference.com//boxscores/pbp/201802220ORL.html
https://www.basketball-reference.com//boxscores/pbp/201802220CHI.html
https://www.basketball-reference.com//boxscores/pbp/201802220CLE.html
https://www.basketball-reference.com//boxscores/pbp/201802220SAC.html
https://www.basketball-reference.com//boxscores/pbp/201803030SAS.html
https://www.basketball-reference.com//boxscores/pbp/201803060CHO.html
https://www.basketball-reference.com//boxscores/pbp/201803240HOU.html
https://www.basketball-reference.com//boxscores/pbp/201804040ORL.html
https://www.basketball-reference.com//boxscores/pbp/201805240HOU.html
