season,game_date,game_away_team,game_home_team,game_url,visiting_center,home_center,winning_tip,Visiting Team Event,Visiting Team Player,Home Team Event,Home Team Player,Score,Possession,Point Attempt,Shot Distance,Offensive Rebound,Defensive Rebound,Turnover
2017,"Mon, Nov 14, 2016",Philadelphia 76ers,Houston Rockets,/boxscores/201611140HOU.html,c/capelca01,e/embiijo01,away_center,J. Embiid makes 2-pt jump shot from 19 ft,e/embiijo01,,,2-0,Philadelphia 76ers,2,19,0,0,0
2017,"Mon, Nov 14, 2016",Boston Celtics,New Orleans Pelicans,/boxscores/201611140NOP.html,d/davisan02,j/johnsam01,away_center,K. Olynyk misses 3-pt jump shot from 25 ft,o/olynyke01,,,0-0,Boston Celtics,3,25,0,0,0
2017,"Mon, Nov 14, 2016",Boston Celtics,New Orleans Pelicans,/boxscores/201611140NOP.html,d/davisan02,j/johnsam01,away_center,,,Defensive rebound by D. Cunningham,c/cunnida01,0-0,New Orleans Pelicans,,,0,1,0
2017,"Mon, Nov 14, 2016",Boston Celtics,New Orleans Pelicans,/boxscores/201611140NOP.html,d/davisan02,j/johnsam01,away_center,,,B. Hield makes 2-pt jump shot from 8 ft (assist by T. Frazier),h/hieldbu01,0-2,New Orleans Pelicans,2,8,0,0,0
2017,"Mon, Nov 14, 2016",Miami Heat,San Antonio Spurs,/boxscores/201611140SAS.html,g/gasolpa01,w/whiteha01,away_center,D. Williams makes 2-pt jump shot from 16 ft (assist by H. Whiteside),w/willide02,,,2-0,Miami Heat,2,16,0,0,0
2017,"Mon, Nov 14, 2016",Memphis Grizzlies,Utah Jazz,/boxscores/201611140UTA.html,g/gasolma01,g/goberru01,home_center,,,G. Hayward misses 2-pt jump shot from 4 ft (block by J. Green),h/haywago01,0-0,Utah Jazz,2,4,0,0,0
2017,"Mon, Nov 14, 2016",Memphis Grizzlies,Utah Jazz,/boxscores/201611140UTA.html,g/gasolma01,g/goberru01,home_center,Defensive rebound by M. Gasol,g/gasolma01,,,0-0,Memphis Grizzlies,,,0,1,0
2017,"Mon, Nov 14, 2016",Memphis Grizzlies,Utah Jazz,/boxscores/201611140UTA.html,g/gasolma01,g/goberru01,home_center,M. Gasol makes 2-pt jump shot from 9 ft,g/gasolma01,,,2-0,Memphis Grizzlies,2,9,0,0,0
2017,"Mon, Nov 14, 2016",Brooklyn Nets,Los Angeles Clippers,/boxscores/201611140LAC.html,h/hamilju01,j/jordade01,home_center,,,Personal foul by J. Hamilton (drawn by D. Jordan),h/hamilju01,0-0,Los Angeles Clippers,,,0,0,0
2017,"Mon, Nov 14, 2016",Brooklyn Nets,Los Angeles Clippers,/boxscores/201611140LAC.html,h/hamilju01,j/jordade01,home_center,,,Offensive foul by D. Jordan (drawn by B. Bogdanović),j/jordade01,0-0,Los Angeles Clippers,,,0,0,0
2017,"Mon, Nov 14, 2016",Brooklyn Nets,Los Angeles Clippers,/boxscores/201611140LAC.html,h/hamilju01,j/jordade01,home_center,,,Turnover by D. Jordan (offensive foul),j/jordade01,0-0,Los Angeles Clippers,,,0,0,1
2017,"Mon, Nov 14, 2016",Brooklyn Nets,Los Angeles Clippers,/boxscores/201611140LAC.html,h/hamilju01,j/jordade01,home_center,Turnover by B. Bogdanović (bad pass),b/bogdabo02,,,0-0,Brooklyn Nets,,,0,0,1
2017,"Mon, Nov 14, 2016",Brooklyn Nets,Los Angeles Clippers,/boxscores/201611140LAC.html,h/hamilju01,j/jordade01,home_center,,,J. Redick misses 2-pt jump shot from 21 ft,r/redicjj01,0-0,Los Angeles Clippers,2,21,0,0,0
2017,"Mon, Nov 14, 2016",Brooklyn Nets,Los Angeles Clippers,/boxscores/201611140LAC.html,h/hamilju01,j/jordade01,home_center,Defensive rebound by S. Kilpatrick,k/kilpase01,,,0-0,Brooklyn Nets,,,0,1,0
2017,"Mon, Nov 14, 2016",Brooklyn Nets,Los Angeles Clippers,/boxscores/201611140LAC.html,h/hamilju01,j/jordade01,home_center,R. Hollis-Jefferson makes 2-pt jump shot from 13 ft (assist by S. Kilpatrick),h/holliro01,,,2-0,Brooklyn Nets,2,13,0,0,0
2017,"Tue, Nov 15, 2016",Toronto Raptors,Cleveland Cavaliers,/boxscores/201611150CLE.html,t/thomptr01,v/valanjo01,away_center,N. Powell makes 3-pt jump shot from 27 ft (assist by K. Lowry),p/powelno01,,,3-0,Toronto Raptors,3,27,0,0,0
2017,"Tue, Nov 15, 2016",Atlanta Hawks,Miami Heat,/boxscores/201611150MIA.html,h/howardw01,w/whiteha01,away_center,Turnover by D. Howard (offensive goaltending),h/howardw01,,,0-0,Atlanta Hawks,,,0,0,1
2017,"Tue, Nov 15, 2016",Atlanta Hawks,Miami Heat,/boxscores/201611150MIA.html,h/howardw01,w/whiteha01,away_center,,,D. Waiters misses 3-pt jump shot from 25 ft,w/waitedi01,0-0,Miami Heat,3,25,0,0,0
2017,"Tue, Nov 15, 2016",Atlanta Hawks,Miami Heat,/boxscores/201611150MIA.html,h/howardw01,w/whiteha01,away_center,,,Offensive rebound by H. Whiteside,w/whiteha01,0-0,Miami Heat,,,1,0,0
2017,"Tue, Nov 15, 2016",Atlanta Hawks,Miami Heat,/boxscores/201611150MIA.html,h/howardw01,w/whiteha01,away_center,,,H. Whiteside makes 2-pt jump shot from 12 ft,w/whiteha01,0-2,Miami Heat,2,12,0,0,0
2017,"Tue, Nov 15, 2016",Charlotte Hornets,Minnesota Timberwolves,/boxscores/201611150MIN.html,t/townska01,z/zelleco01,home_center,,,Turnover by A. Wiggins (bad pass),w/wiggian01,0-0,Minnesota Timberwolves,,,0,0,1
2017,"Tue, Nov 15, 2016",Charlotte Hornets,Minnesota Timberwolves,/boxscores/201611150MIN.html,t/townska01,z/zelleco01,home_center,Turnover by M. Kidd-Gilchrist (traveling),k/kiddgmi01,,,0-0,Charlotte Hornets,,,0,0,1
2017,"Tue, Nov 15, 2016",Charlotte Hornets,Minnesota Timberwolves,/boxscores/201611150MIN.html,t/townska01,z/zelleco01,home_center,,,K. Towns misses 2-pt jump shot from 4 ft,t/townska01,0-0,Minnesota Timberwolves,2,4,0,0,0
2017,"Tue, Nov 15, 2016",Charlotte Hornets,Minnesota Timberwolves,/boxscores/201611150MIN.html,t/townska01,z/zelleco01,home_center,,,Offensive rebound by R. Rubio,r/rubiori01,0-0,Minnesota Timberwolves,,,1,0,0
2017,"Tue, Nov 15, 2016",Charlotte Hornets,Minnesota Timberwolves,/boxscores/201611150MIN.html,t/townska01,z/zelleco01,home_center,,,A. Wiggins misses 2-pt jump shot from 21 ft,w/wiggian01,0-0,Minnesota Timberwolves,2,21,0,0,0
2017,"Tue, Nov 15, 2016",Charlotte Hornets,Minnesota Timberwolves,/boxscores/201611150MIN.html,t/townska01,z/zelleco01,home_center,Defensive rebound by K. Walker,w/walkeke02,,,0-0,Charlotte Hornets,,,0,1,0
2017,"Tue, Nov 15, 2016",Charlotte Hornets,Minnesota Timberwolves,/boxscores/201611150MIN.html,t/townska01,z/zelleco01,home_center,Shooting foul by K. Towns (drawn by M. Williams),t/townska01,,,0-0,Charlotte Hornets,,,0,0,0
2017,"Tue, Nov 15, 2016",Charlotte Hornets,Minnesota Timberwolves,/boxscores/201611150MIN.html,t/townska01,z/zelleco01,home_center,M. Williams makes free throw 1 of 2,w/willima02,,,1-0,Charlotte Hornets,,,0,0,0
2017,"Tue, Nov 15, 2016",Chicago Bulls,Portland Trail Blazers,/boxscores/201611150POR.html,l/lopezro01,p/plumlma01,away_center,R. Lopez makes 2-pt hook shot from 8 ft,l/lopezro01,,,2-0,Chicago Bulls,2,8,0,0,0
2017,"Tue, Nov 15, 2016",Brooklyn Nets,Los Angeles Lakers,/boxscores/201611150LAL.html,l/lopezbr01,m/mozgoti01,away_center,B. Lopez misses 2-pt jump shot from 14 ft,l/lopezbr01,,,0-0,Brooklyn Nets,2,14,0,0,0
2017,"Tue, Nov 15, 2016",Brooklyn Nets,Los Angeles Lakers,/boxscores/201611150LAL.html,l/lopezbr01,m/mozgoti01,away_center,,,Defensive rebound by J. Randle,r/randlju01,0-0,Los Angeles Lakers,,,0,1,0
2017,"Tue, Nov 15, 2016",Brooklyn Nets,Los Angeles Lakers,/boxscores/201611150LAL.html,l/lopezbr01,m/mozgoti01,away_center,,,D. Russell makes 3-pt jump shot from 27 ft (assist by J. Randle),r/russeda01,0-3,Los Angeles Lakers,3,27,0,0,0
2017,"Wed, Nov 16, 2016",Cleveland Cavaliers,Indiana Pacers,/boxscores/201611160IND.html,t/thomptr01,t/turnemy01,home_center,,,T. Young makes 2-pt layup from 1 ft (assist by J. Teague),y/youngth01,0-2,Indiana Pacers,2,1,0,0,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,T. Jones misses 2-pt layup from 2 ft,j/joneste01,,,0-0,New Orleans Pelicans,2,2,0,0,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,Offensive rebound by D. Cunningham,c/cunnida01,,,0-0,New Orleans Pelicans,,,1,0,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,D. Cunningham misses 2-pt layup from 1 ft,c/cunnida01,,,0-0,New Orleans Pelicans,2,1,0,0,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,,,Defensive rebound by N. Vučević,v/vucevni01,0-0,Orlando Magic,,,0,1,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,,,E. Payton misses 2-pt layup from 1 ft,p/paytoel01,0-0,Orlando Magic,2,1,0,0,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,Defensive rebound by Ö. Aşık,a/asikom01,,,0-0,New Orleans Pelicans,,,0,1,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,T. Frazier misses 2-pt layup from 1 ft,f/fraziti01,,,0-0,New Orleans Pelicans,2,1,0,0,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,Offensive rebound by D. Cunningham,c/cunnida01,,,0-0,New Orleans Pelicans,,,1,0,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,D. Cunningham misses 2-pt layup from 1 ft,c/cunnida01,,,0-0,New Orleans Pelicans,2,1,0,0,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,,,Defensive rebound by N. Vučević,v/vucevni01,0-0,Orlando Magic,,,0,1,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,,,N. Vučević misses 2-pt jump shot from 14 ft,v/vucevni01,0-0,Orlando Magic,2,14,0,0,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,Defensive rebound by D. Cunningham,c/cunnida01,,,0-0,New Orleans Pelicans,,,0,1,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,E. Moore misses 2-pt jump shot from 14 ft,m/mooreet01,,,0-0,New Orleans Pelicans,2,14,0,0,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,,,Defensive rebound by N. Vučević,v/vucevni01,0-0,Orlando Magic,,,0,1,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,,,J. Green misses 2-pt layup from 2 ft,g/greenje02,0-0,Orlando Magic,2,2,0,0,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,Defensive rebound by Ö. Aşık,a/asikom01,,,0-0,New Orleans Pelicans,,,0,1,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,D. Cunningham misses 3-pt jump shot from 23 ft,c/cunnida01,,,0-0,New Orleans Pelicans,3,23,0,0,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,,,Defensive rebound by S. Ibaka,i/ibakase01,0-0,Orlando Magic,,,0,1,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,,,E. Fournier misses 3-pt jump shot from 28 ft,f/fournev01,0-0,Orlando Magic,3,28,0,0,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,Defensive rebound by T. Jones,j/joneste01,,,0-0,New Orleans Pelicans,,,0,1,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,T. Jones misses 3-pt jump shot from 27 ft,j/joneste01,,,0-0,New Orleans Pelicans,3,27,0,0,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,,,Defensive rebound by N. Vučević,v/vucevni01,0-0,Orlando Magic,,,0,1,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,,,Shooting foul by E. Moore (drawn by E. Payton),m/mooreet01,0-0,Orlando Magic,,,0,0,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,,,E. Payton misses free throw 1 of 2,p/paytoel01,0-0,Orlando Magic,,,0,0,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,,,Offensive rebound by Team,,0-0,Orlando Magic,,,1,0,0
2017,"Wed, Nov 16, 2016",New Orleans Pelicans,Orlando Magic,/boxscores/201611160ORL.html,a/asikom01,v/vucevni01,away_center,,,E. Payton makes free throw 2 of 2,p/paytoel01,0-1,Orlando Magic,,,0,0,0
2017,"Wed, Nov 16, 2016",Washington Wizards,Philadelphia 76ers,/boxscores/201611160PHI.html,g/gortama01,o/okafoja01,home_center,,,R. Covington misses 3-pt jump shot from 26 ft,c/covinro01,0-0,Philadelphia 76ers,3,26,0,0,0
2017,"Wed, Nov 16, 2016",Washington Wizards,Philadelphia 76ers,/boxscores/201611160PHI.html,g/gortama01,o/okafoja01,home_center,Defensive rebound by J. Wall,w/walljo01,,,0-0,Washington Wizards,,,0,1,0
2017,"Wed, Nov 16, 2016",Washington Wizards,Philadelphia 76ers,/boxscores/201611160PHI.html,g/gortama01,o/okafoja01,home_center,Offensive foul by M. Morris (drawn by E. İlyasova),m/morrima02,,,0-0,Washington Wizards,,,0,0,0
2017,"Wed, Nov 16, 2016",Washington Wizards,Philadelphia 76ers,/boxscores/201611160PHI.html,g/gortama01,o/okafoja01,home_center,Turnover by M. Morris (offensive foul),m/morrima02,,,0-0,Washington Wizards,,,0,0,1
2017,"Wed, Nov 16, 2016",Washington Wizards,Philadelphia 76ers,/boxscores/201611160PHI.html,g/gortama01,o/okafoja01,home_center,,,E. İlyasova misses 3-pt jump shot from 26 ft,i/ilyaser01,0-0,Philadelphia 76ers,3,26,0,0,0
2017,"Wed, Nov 16, 2016",Washington Wizards,Philadelphia 76ers,/boxscores/201611160PHI.html,g/gortama01,o/okafoja01,home_center,Defensive rebound by O. Porter,p/porteot01,,,0-0,Washington Wizards,,,0,1,0
2017,"Wed, Nov 16, 2016",Washington Wizards,Philadelphia 76ers,/boxscores/201611160PHI.html,g/gortama01,o/okafoja01,home_center,Offensive foul by M. Morris (drawn by G. Henderson),m/morrima02,,,0-0,Washington Wizards,,,0,0,0
2017,"Wed, Nov 16, 2016",Washington Wizards,Philadelphia 76ers,/boxscores/201611160PHI.html,g/gortama01,o/okafoja01,home_center,Turnover by M. Morris (offensive foul),m/morrima02,,,0-0,Washington Wizards,,,0,0,1
2017,"Wed, Nov 16, 2016",Washington Wizards,Philadelphia 76ers,/boxscores/201611160PHI.html,g/gortama01,o/okafoja01,home_center,A. Nicholson enters the game for M. Morris,n/nichoan01,,,0-0,Washington Wizards,,,0,0,0
2017,"Wed, Nov 16, 2016",Washington Wizards,Philadelphia 76ers,/boxscores/201611160PHI.html,g/gortama01,o/okafoja01,home_center,,,G. Henderson misses 2-pt jump shot from 17 ft,h/hendege02,0-0,Philadelphia 76ers,2,17,0,0,0
2017,"Wed, Nov 16, 2016",Washington Wizards,Philadelphia 76ers,/boxscores/201611160PHI.html,g/gortama01,o/okafoja01,home_center,Defensive rebound by Team,,,,0-0,Washington Wizards,,,0,1,0
2017,"Wed, Nov 16, 2016",Washington Wizards,Philadelphia 76ers,/boxscores/201611160PHI.html,g/gortama01,o/okafoja01,home_center,,,Loose ball foul by J. Okafor (drawn by M. Gortat),o/okafoja01,0-0,Philadelphia 76ers,,,0,0,0
2017,"Wed, Nov 16, 2016",Washington Wizards,Philadelphia 76ers,/boxscores/201611160PHI.html,g/gortama01,o/okafoja01,home_center,Personal foul by S. Rodríguez (drawn by S. Mac),r/rodrise01,,,0-0,Washington Wizards,,,0,0,0
2017,"Wed, Nov 16, 2016",Washington Wizards,Philadelphia 76ers,/boxscores/201611160PHI.html,g/gortama01,o/okafoja01,home_center,S. Mac makes 2-pt jump shot from 18 ft,m/mcclesh01,,,2-0,Washington Wizards,2,18,0,0,0
2017,"Wed, Nov 16, 2016",Milwaukee Bucks,Atlanta Hawks,/boxscores/201611160ATL.html,h/hensojo01,m/muscami01,away_center,Turnover by J. Henson (traveling),h/hensojo01,,,0-0,Milwaukee Bucks,,,0,0,1
2017,"Wed, Nov 16, 2016",Milwaukee Bucks,Atlanta Hawks,/boxscores/201611160ATL.html,h/hensojo01,m/muscami01,away_center,,,K. Korver misses 3-pt jump shot from 26 ft,k/korveky01,0-0,Atlanta Hawks,3,26,0,0,0
2017,"Wed, Nov 16, 2016",Milwaukee Bucks,Atlanta Hawks,/boxscores/201611160ATL.html,h/hensojo01,m/muscami01,away_center,,,Offensive rebound by M. Muscala,m/muscami01,0-0,Atlanta Hawks,,,1,0,0
2017,"Wed, Nov 16, 2016",Milwaukee Bucks,Atlanta Hawks,/boxscores/201611160ATL.html,h/hensojo01,m/muscami01,away_center,,,Shooting foul by T. Snell (drawn by M. Muscala),s/snellto01,0-0,Atlanta Hawks,,,0,0,0
2017,"Wed, Nov 16, 2016",Milwaukee Bucks,Atlanta Hawks,/boxscores/201611160ATL.html,h/hensojo01,m/muscami01,away_center,,,M. Muscala makes free throw 1 of 2,m/muscami01,0-1,Atlanta Hawks,,,0,0,0
2017,"Wed, Nov 16, 2016",Dallas Mavericks,Boston Celtics,/boxscores/201611160BOS.html,b/bogutan01,j/johnsam01,away_center,D. Williams misses 3-pt jump shot from 25 ft,w/willide01,,,0-0,Dallas Mavericks,3,25,0,0,0
2017,"Wed, Nov 16, 2016",Dallas Mavericks,Boston Celtics,/boxscores/201611160BOS.html,b/bogutan01,j/johnsam01,away_center,,,Defensive rebound by A. Bradley,b/bradlav01,0-0,Boston Celtics,,,0,1,0
2017,"Wed, Nov 16, 2016",Dallas Mavericks,Boston Celtics,/boxscores/201611160BOS.html,b/bogutan01,j/johnsam01,away_center,,,A. Bradley makes 3-pt jump shot from 26 ft (assist by I. Thomas),b/bradlav01,0-3,Boston Celtics,3,26,0,0,0
2017,"Wed, Nov 16, 2016",Detroit Pistons,New York Knicks,/boxscores/201611160NYK.html,d/drumman01,n/noahjo01,away_center,Turnover by A. Drummond (lost ball; steal by C. Lee),d/drumman01,,,0-0,Detroit Pistons,,,0,0,1
2017,"Wed, Nov 16, 2016",Detroit Pistons,New York Knicks,/boxscores/201611160NYK.html,d/drumman01,n/noahjo01,away_center,,,C. Lee misses 2-pt layup from 2 ft,l/leeco01,0-0,New York Knicks,2,2,0,0,0
2017,"Wed, Nov 16, 2016",Detroit Pistons,New York Knicks,/boxscores/201611160NYK.html,d/drumman01,n/noahjo01,away_center,Defensive rebound by A. Drummond,d/drumman01,,,0-0,Detroit Pistons,,,0,1,0
2017,"Wed, Nov 16, 2016",Detroit Pistons,New York Knicks,/boxscores/201611160NYK.html,d/drumman01,n/noahjo01,away_center,M. Morris misses 3-pt jump shot from 26 ft,m/morrima03,,,0-0,Detroit Pistons,3,26,0,0,0
2017,"Wed, Nov 16, 2016",Detroit Pistons,New York Knicks,/boxscores/201611160NYK.html,d/drumman01,n/noahjo01,away_center,,,Defensive rebound by J. Noah,n/noahjo01,0-0,New York Knicks,,,0,1,0
2017,"Wed, Nov 16, 2016",Detroit Pistons,New York Knicks,/boxscores/201611160NYK.html,d/drumman01,n/noahjo01,away_center,,,Shooting foul by M. Morris (drawn by J. Noah),m/morrima03,0-0,New York Knicks,,,0,0,0
2017,"Wed, Nov 16, 2016",Detroit Pistons,New York Knicks,/boxscores/201611160NYK.html,d/drumman01,n/noahjo01,away_center,,,J. Noah makes free throw 1 of 2,n/noahjo01,0-1,New York Knicks,,,0,0,0
2017,"Wed, Nov 16, 2016",Houston Rockets,Oklahoma City Thunder,/boxscores/201611160OKC.html,a/adamsst01,c/capelca01,home_center,,,S. Adams makes 2-pt layup from 1 ft (assist by D. Sabonis),a/adamsst01,0-2,Oklahoma City Thunder,2,1,0,0,0
2017,"Wed, Nov 16, 2016",Golden State Warriors,Toronto Raptors,/boxscores/201611160TOR.html,p/pachuza01,v/valanjo01,away_center,Z. Pachulia misses 2-pt layup from 2 ft,p/pachuza01,,,0-0,Golden State Warriors,2,2,0,0,0
2017,"Wed, Nov 16, 2016",Golden State Warriors,Toronto Raptors,/boxscores/201611160TOR.html,p/pachuza01,v/valanjo01,away_center,,,Defensive rebound by J. Valančiūnas,v/valanjo01,0-0,Toronto Raptors,,,0,1,0
2017,"Wed, Nov 16, 2016",Golden State Warriors,Toronto Raptors,/boxscores/201611160TOR.html,p/pachuza01,v/valanjo01,away_center,,,J. Valančiūnas makes 2-pt jump shot from 5 ft (assist by K. Lowry),v/valanjo01,0-2,Toronto Raptors,2,5,0,0,0
2017,"Wed, Nov 16, 2016",Phoenix Suns,Denver Nuggets,/boxscores/201611160DEN.html,c/chandty01,n/nurkiju01,home_center,,,J. Nurkić misses 2-pt layup from 3 ft,n/nurkiju01,0-0,Denver Nuggets,2,3,0,0,0
2017,"Wed, Nov 16, 2016",Phoenix Suns,Denver Nuggets,/boxscores/201611160DEN.html,c/chandty01,n/nurkiju01,home_center,,,Offensive rebound by K. Faried,f/farieke01,0-0,Denver Nuggets,,,1,0,0
2017,"Wed, Nov 16, 2016",Phoenix Suns,Denver Nuggets,/boxscores/201611160DEN.html,c/chandty01,n/nurkiju01,home_center,,,K. Faried makes 2-pt layup from 2 ft,f/farieke01,0-2,Denver Nuggets,2,2,0,0,0
2017,"Wed, Nov 16, 2016",Memphis Grizzlies,Los Angeles Clippers,/boxscores/201611160LAC.html,g/gasolma01,j/jordade01,home_center,,,Shooting foul by J. Ennis (drawn by D. Jordan),e/ennisja01,0-0,Los Angeles Clippers,,,0,0,0
2017,"Wed, Nov 16, 2016",Memphis Grizzlies,Los Angeles Clippers,/boxscores/201611160LAC.html,g/gasolma01,j/jordade01,home_center,,,D. Jordan misses free throw 1 of 2,j/jordade01,0-0,Los Angeles Clippers,,,0,0,0
2017,"Wed, Nov 16, 2016",Memphis Grizzlies,Los Angeles Clippers,/boxscores/201611160LAC.html,g/gasolma01,j/jordade01,home_center,,,Offensive rebound by Team,,0-0,Los Angeles Clippers,,,1,0,0
2017,"Wed, Nov 16, 2016",Memphis Grizzlies,Los Angeles Clippers,/boxscores/201611160LAC.html,g/gasolma01,j/jordade01,home_center,,,D. Jordan misses free throw 2 of 2,j/jordade01,0-0,Los Angeles Clippers,,,0,0,0
2017,"Wed, Nov 16, 2016",Memphis Grizzlies,Los Angeles Clippers,/boxscores/201611160LAC.html,g/gasolma01,j/jordade01,home_center,Defensive rebound by J. Green,g/greenja01,,,0-0,Memphis Grizzlies,,,0,1,0
2017,"Wed, Nov 16, 2016",Memphis Grizzlies,Los Angeles Clippers,/boxscores/201611160LAC.html,g/gasolma01,j/jordade01,home_center,J. Green makes 2-pt layup from 3 ft (assist by J. Ennis),g/greenja01,,,2-0,Memphis Grizzlies,2,3,0,0,0
2017,"Wed, Nov 16, 2016",San Antonio Spurs,Sacramento Kings,/boxscores/201611160SAC.html,g/gasolpa01,k/koufoko01,home_center,,,A. Afflalo misses 2-pt jump shot from 15 ft,a/afflaar01,0-0,Sacramento Kings,2,15,0,0,0
2017,"Wed, Nov 16, 2016",San Antonio Spurs,Sacramento Kings,/boxscores/201611160SAC.html,g/gasolpa01,k/koufoko01,home_center,Defensive rebound by P. Gasol,g/gasolpa01,,,0-0,San Antonio Spurs,,,0,1,0
2017,"Wed, Nov 16, 2016",San Antonio Spurs,Sacramento Kings,/boxscores/201611160SAC.html,g/gasolpa01,k/koufoko01,home_center,P. Gasol makes 2-pt jump shot from 17 ft (assist by D. Green),g/gasolpa01,,,2-0,San Antonio Spurs,2,17,0,0,0
2017,"Thu, Nov 17, 2016",New York Knicks,Washington Wizards,/boxscores/201611170WAS.html,g/gortama01,n/noahjo01,away_center,C. Lee makes 2-pt jump shot from 18 ft (assist by J. Noah),l/leeco01,,,2-0,New York Knicks,2,18,0,0,0
